speed,timestamp,waypoints,ego_bbox,npc_bbox,npc_forward
12.5,50.57422871515155,"[[27.192589181315885, -159.22940966482437], [27.19457642087887, -160.054532282622], [27.188464693081702, -160.19546041237882], [27.169314599469462, -160.07003393580808]]","[[156.81289672851562, 26.75885581970215], [158.9408721923828, 26.796890258789062], [156.90048217773438, 21.85795783996582], [159.02847290039062, 21.895992279052734]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,50.674228716641665,"[[27.00075350730046, -159.1634345232943], [27.007138384957685, -159.87997932245955], [27.00064687350618, -159.99660116937406], [26.982126086097843, -159.88104173181833]]","[[156.81617736816406, 26.580013275146484], [158.9441680908203, 26.617916107177734], [156.90347290039062, 21.679113388061523], [159.03146362304688, 21.717018127441406]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,50.77422871813178,"[[26.898712250666044, -158.18918933857816], [26.892516893462062, -158.40684916580847], [26.88474222238209, -158.4442333445847], [26.878405605868053, -158.42150139428693]]","[[156.8173828125, 26.492359161376953], [158.94537353515625, 26.53054428100586], [156.90533447265625, 21.59148597717285], [159.03330993652344, 21.629669189453125]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
13.0,42.43361673504114,"[[82.62615771633172, -143.77442591536385], [82.75635242346468, -145.31969946489127], [82.86532242096848, -146.96681585625893], [82.96848053505005, -148.6679200994585]]","[[155.48904418945312, 51.041664123535156], [157.5645751953125, 51.512733459472656], [156.57394409179688, 46.26155090332031], [158.6494903564453, 46.73262023925781]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
13.0,42.53361673653126,"[[79.6553103759586, -145.4039022153127], [79.78035032307946, -147.0103386537985], [79.886194515844, -148.72514047008207], [79.9876080614803, -150.4965808506523]]","[[155.5676727294922, 50.77723693847656], [157.65167236328125, 51.20930480957031], [156.56275939941406, 45.977622985839844], [158.64675903320312, 46.40968704223633]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
13.0,42.633616738021374,"[[76.54952657322887, -146.9920566802229], [76.66962594636983, -148.63000196641383], [76.77174342821503, -150.38223393606876], [76.87090023083866, -152.1942579609134]]","[[155.64559936523438, 50.492469787597656], [157.7375030517578, 50.884517669677734], [156.54852294921875, 45.67466735839844], [158.6404266357422, 46.066715240478516]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
13.0,42.73361673951149,"[[73.4004731129474, -148.52905594530435], [73.50996063156376, -150.20066847730163], [73.60360654959761, -151.98781254608986], [73.69582236083012, -153.8332533740962]]","[[155.72201538085938, 50.18505859375], [157.82106018066406, 50.53691482543945], [156.53237915039062, 45.350826263427734], [158.63140869140625, 45.70268249511719]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
13.0,42.833616741001606,"[[70.20786029264328, -149.99767423096245], [70.32572242642414, -151.6985513218899], [70.42635208667448, -153.5187344241821], [70.52543820646883, -155.40460676543552]]","[[155.79481506347656, 49.86250686645508], [157.90020751953125, 50.17401123046875], [156.51223754882812, 45.01361083984375], [158.61764526367188, 45.32511520385742]]","[[162.8046417236328, 37.39445495605469], [162.78955078125, 37.39444351196289], [162.8050994873047, 37.021942138671875], [162.7899932861328, 37.02193069458008]]","[-0.9998905062675476, -0.0012028416385874152]"
13.0,42.93361674249172,"[[67.22148779882414, -151.27450191741872], [67.33885179302287, -152.98426360572006], [67.44117222424765, -154.81663676830632], [67.54134401307155, -156.71271032826593]]","[[155.8596649169922, 49.53971481323242], [157.97024536132812, 49.81401824951172], [156.4914093017578, 44.67891311645508], [158.60198974609375, 44.953216552734375]]","[[162.66354370117188, 37.394737243652344], [162.6439971923828, 37.39472198486328], [162.66419982910156, 37.02222442626953], [162.64466857910156, 37.0222053527832]]","[-0.999816358089447, -0.0017700856551527977]"
13.0,43.03361674398184,"[[64.57929134562696, -152.33062538043015], [64.68755770000772, -154.08059702266144], [64.78253703379839, -155.9635758936844], [64.87705625933775, -157.9092174037322]]","[[155.91531372070312, 49.22553634643555], [158.02984619140625, 49.46747970581055], [156.4725341796875, 44.355628967285156], [158.58706665039062, 44.597572326660156]]","[[162.501220703125, 37.39447021484375], [162.48504638671875, 37.394432067871094], [162.50184631347656, 37.02195739746094], [162.48568725585938, 37.02191925048828]]","[-0.9998739361763, -0.0016912807477638125]"
13.0,43.133616745471954,"[[62.263732793147746, -153.24093676005668], [62.370703471104534, -154.98972680164349], [62.46700219683889, -156.86578045697635], [62.562126352049184, -158.7996322619321]]","[[155.96261596679688, 48.92400360107422], [158.08016967773438, 49.137935638427734], [156.455322265625, 44.04714584350586], [158.57286071777344, 44.261077880859375]]","[[162.317626953125, 37.39417266845703], [162.3037872314453, 37.394142150878906], [162.3182373046875, 37.02165603637695], [162.30438232421875, 37.02162551879883]]","[-0.9999071359634399, -0.0016191026661545038]"
13.0,43.23361674696207,"[[60.23111665444549, -154.01206387638928], [60.333750337750445, -155.79798931307695], [60.42763083583333, -157.70646064382214], [60.520676809875994, -159.66749695326783]]","[[156.00311279296875, 48.630794525146484], [158.12295532226562, 48.8206787109375], [156.4404296875, 43.748661041259766], [158.56027221679688, 43.93854522705078]]","[[162.1107177734375, 37.39382553100586], [162.09786987304688, 37.393802642822266], [162.1112823486328, 37.02130889892578], [162.0984344482422, 37.02128601074219]]","[-0.9999201893806458, -0.0015168500831350684]"
13.0,43.33361674845219,"[[58.4147954786166, -154.7398990760037], [58.51658086230145, -156.59030741515642], [58.60946230106839, -158.5389203231022], [58.7003811077301, -160.52769975484563]]","[[156.03941345214844, 48.33121871948242], [158.16102600097656, 48.500118255615234], [156.42840576171875, 43.44499588012695], [158.55001831054688, 43.613895416259766]]","[[161.8791961669922, 37.39339828491211], [161.86663818359375, 37.39337921142578], [161.87969970703125, 37.02088165283203], [161.8671417236328, 37.0208625793457]]","[-0.9999240040779114, -0.0013583191903308034]"
13.0,43.4336167499423,"[[56.70162712284407, -155.32200319966395], [56.79278669561296, -157.19267954240738], [56.87617273798844, -159.15654989524262], [56.95871299725915, -161.15730753368894]]","[[156.0731658935547, 48.015968322753906], [158.19622802734375, 48.16563034057617], [156.41786193847656, 43.12641906738281], [158.54090881347656, 43.27608108520508]]","[[161.6224822998047, 37.39301681518555], [161.6100311279297, 37.393001556396484], [161.6229705810547, 37.020503997802734], [161.6105194091797, 37.020484924316406]]","[-0.9999251365661621, -0.0013049189001321793]"
13.0,43.53361675143242,"[[55.09036418897708, -155.89160398815156], [55.18119639427855, -157.78507019650345], [55.26411521246282, -159.7503970678551], [55.34477014218209, -161.74432173949558]]","[[156.10467529296875, 47.680564880371094], [158.22889709472656, 47.81269836425781], [156.4089813232422, 42.78833770751953], [158.533203125, 42.92047119140625]]","[[161.3484344482422, 37.392635345458984], [161.31689453125, 37.393211364746094], [161.34890747070312, 37.020118713378906], [161.3173828125, 37.020694732666016]]","[-0.9995248913764954, -0.0012989155948162079]"
13.0,43.633616752922535,"[[53.57557932250451, -156.31858084369154], [53.66245775723299, -158.20866025681605], [53.74142590769577, -160.17341833809428], [53.8189888488771, -162.16930931517663]]","[[156.13394165039062, 47.32289123535156], [158.2590789794922, 47.439300537109375], [156.40203857421875, 42.42854690551758], [158.5271759033203, 42.54495620727539]]","[[161.055419921875, 37.39229965209961], [160.9722137451172, 37.39239501953125], [161.05589294433594, 37.0197868347168], [160.9727020263672, 37.01987838745117]]","[-0.996692419052124, -0.0013035517185926437]"
13.0,43.73361675441265,"[[52.18625265895992, -156.78917021534681], [52.278020227125424, -158.70791187925812], [52.36158696899715, -160.6705349085147], [52.44017668756207, -162.64937524692886]]","[[156.16091918945312, 46.942138671875], [158.28675842285156, 47.044822692871094], [156.39739990234375, 42.046165466308594], [158.52325439453125, 42.14884948730469]]","[[160.74093627929688, 37.39187240600586], [160.64059448242188, 37.39179229736328], [160.74142456054688, 37.01935577392578], [160.6410675048828, 37.0192756652832]]","[-0.9951854944229126, -0.0013041908387094736]"
13.0,43.83361675590277,"[[50.914573451004344, -157.1230536032375], [51.015595646275976, -159.04292853273435], [51.107614025122366, -160.98343494953852], [51.187205580770495, -162.9118994720896]]","[[156.18527221679688, 46.54692840576172], [158.31166076660156, 46.63777160644531], [156.3944854736328, 41.64971160888672], [158.5208740234375, 41.74055480957031]]","[[160.41397094726562, 37.39144515991211], [160.3073272705078, 37.391326904296875], [160.41445922851562, 37.01892852783203], [160.3078155517578, 37.0188102722168]]","[-0.9945610165596008, -0.0013033724389970303]"
13.0,43.93361675739288,"[[49.851497239560146, -157.39737861475726], [49.95555870928757, -159.29492866386474], [50.04545202637899, -161.1600950605568], [50.11209851841235, -162.964844504433]]","[[156.20616149902344, 46.15488815307617], [158.3329315185547, 46.236412048339844], [156.3939208984375, 41.256805419921875], [158.5206756591797, 41.33832550048828]]","[[160.0744171142578, 37.39099884033203], [160.0196990966797, 37.39093017578125], [160.0749053955078, 37.01848220825195], [160.0201873779297, 37.01841354370117]]","[-0.9985700845718384, -0.0013074359158053994]"
13.0,44.033616758883,"[[48.99836204701296, -157.70306971387504], [49.09809108500445, -158.93904066564477], [49.12263747121753, -159.44475649955024], [49.114160113594366, -159.63064664041016]]","[[156.22335815429688, 45.77493667602539], [158.350341796875, 45.850425720214844], [156.397216796875, 40.876338958740234], [158.52420043945312, 40.95182800292969]]","[[159.72970581054688, 37.390541076660156], [159.70401000976562, 37.390506744384766], [159.73019409179688, 37.01802444458008], [159.70449829101562, 37.01799011230469]]","[-0.9996843338012695, -0.0013088948326185346]"
13.0,44.133616760373116,"[[48.39545743875228, -157.68012121284067], [48.45645266129185, -158.43422704231722], [48.46240537709173, -158.63247286025373], [48.46031056283773, -158.64607193197273]]","[[156.23779296875, 45.411964416503906], [158.36489868164062, 45.483917236328125], [156.40350341796875, 40.513084411621094], [158.53060913085938, 40.58503723144531]]","[[159.37449645996094, 37.390079498291016], [159.35888671875, 37.39006042480469], [159.37498474121094, 37.01756286621094], [159.359375, 37.01754379272461]]","[-0.9998828768730164, -0.0013091547880321741]"
13.0,44.23361676186323,"[[47.78634266114839, -157.54481138629245], [47.850288384196595, -158.20101506640708], [47.870389018026515, -158.42857670464227], [47.87860427935221, -158.52060881738925]]","[[156.25059509277344, 45.080650329589844], [158.37782287597656, 45.149085998535156], [156.408203125, 40.18150329589844], [158.53543090820312, 40.24993896484375]]","[[159.01181030273438, 37.38960647583008], [159.01229858398438, 37.01708984375], [157.3690643310547, 37.387454986572266], [157.3695526123047, 37.01494216918945]]","[-0.9999394416809082, -0.001309228828176856]"
13.0,44.33361676335335,"[[47.31846015921571, -157.5406798514521], [47.369219175346075, -158.22341681619923], [47.38452143046021, -158.50829871913714], [47.38959447031062, -158.66138583931857]]","[[156.2606658935547, 44.80043411254883], [158.38796997070312, 44.866512298583984], [156.41285705566406, 39.901119232177734], [158.54014587402344, 39.96719741821289]]","[[158.6477813720703, 37.389129638671875], [158.6482696533203, 37.0166130065918], [157.00498962402344, 37.38697814941406], [157.00547790527344, 37.01446533203125]]","[-0.9999656677246094, -0.001309263170696795]"
13.0,44.433616764843464,"[[46.9151091436286, -156.4274489785101], [46.94722587719332, -156.82079880621362], [47.00139253739564, -157.4819069359256], [47.03339411820061, -158.19480470710513]]","[[156.2682647705078, 44.57952880859375], [158.39559936523438, 44.644012451171875], [156.41677856445312, 39.68010711669922], [158.5441131591797, 39.744590759277344]]","[[158.2864532470703, 37.3886604309082], [158.2869415283203, 37.016143798828125], [156.64364624023438, 37.38650894165039], [156.64413452148438, 37.01399612426758]]","[-0.9999787211418152, -0.0013092802837491035]"
13.0,44.53361676633358,"[[46.67061055447277, -156.320811805329], [46.696719532827174, -156.66785281215635], [46.75937362328075, -157.52466693207933], [46.80167525423082, -158.5664727362704]]","[[156.27345275878906, 44.420433044433594], [158.4008331298828, 44.48399353027344], [156.4198455810547, 39.52095413208008], [158.54721069335938, 39.58451461791992]]","[[157.92799377441406, 37.38819122314453], [157.92848205566406, 37.01567459106445], [156.28518676757812, 37.38603973388672], [156.28567504882812, 37.013526916503906]]","[-0.9999843835830688, -0.0013092877343297005]"
13.0,44.633616767823696,"[[46.58400198140452, -156.11511623829182], [46.597920018270514, -156.2024510367364], [46.65509042197656, -157.12956805707657], [46.69880792256367, -158.62533429400435]]","[[156.2753143310547, 44.35956954956055], [158.40269470214844, 44.42287826538086], [156.42111206054688, 39.460086822509766], [158.54849243164062, 39.52339172363281]]","[[157.57228088378906, 37.38772201538086], [157.57276916503906, 37.01520538330078], [155.92945861816406, 37.38557052612305], [155.92994689941406, 37.013057708740234]]","[-0.9999869465827942, -0.0013092911103740335]"
