speed,timestamp,waypoints,ego_bbox,npc_bbox,npc_forward
8.5,46.2803601808846,"[[45.97707968832176, -157.66361379467742], [46.045841858470865, -159.63220618328432], [46.10667391179231, -161.5968054488234], [46.160650454884404, -163.5603344500291]]","[[156.34117126464844, 41.670711517333984], [158.46759033203125, 41.76071548461914], [156.5484619140625, 36.773414611816406], [158.6748809814453, 36.86342239379883]]","[[151.51263427734375, 37.37979507446289], [151.51312255859375, 37.00728225708008], [149.8697967529297, 37.37764358520508], [149.8702850341797, 37.005130767822266]]","[-0.9999991059303284, -0.001309306942857802]"
8.5,46.380360182374716,"[[45.64073828840644, -157.68713595362075], [45.705700007914075, -159.65670799380845], [45.762684491993234, -161.6215905653109], [45.81350409361826, -163.58642308908298]]","[[156.3573760986328, 41.280738830566406], [158.4837646484375, 41.37146759033203], [156.5663299560547, 36.383514404296875], [158.69271850585938, 36.4742431640625]]","[[151.35140991210938, 37.37958908081055], [151.35189819335938, 37.007076263427734], [149.7085723876953, 37.377437591552734], [149.7090606689453, 37.00492477416992]]","[-0.9999969601631165, -0.001309304148890078]"
8.5,46.48036018386483,"[[45.258067788361075, -157.71784286372772], [45.31703992347117, -159.68849323770849], [45.36998678785146, -161.65271895763215], [45.418352733099205, -163.61586384830477]]","[[156.37481689453125, 40.867977142333984], [158.5011749267578, 40.959129333496094], [156.58473205566406, 35.970794677734375], [158.7111053466797, 36.061946868896484]]","[[151.19110107421875, 37.3793830871582], [151.19158935546875, 37.00687026977539], [149.5482635498047, 37.37723159790039], [149.5487518310547, 37.00471878051758]]","[-0.9999932050704956, -0.0013092992594465613]"
8.5,46.58036018535495,"[[44.83093861423559, -157.75076329560557], [44.88702291412883, -159.71948338782173], [44.93702301284508, -161.6833801500017], [44.982383315346986, -163.64675171081757]]","[[156.3931121826172, 40.441619873046875], [158.5194854736328, 40.532737731933594], [156.60296630859375, 35.54443359375], [158.72933959960938, 35.63554763793945]]","[[151.03175354003906, 37.379180908203125], [151.03224182128906, 37.00666809082031], [149.38893127441406, 37.37702941894531], [149.38941955566406, 37.0045166015625]]","[-0.9999906420707703, -0.0013092958834022284]"
8.5,46.680360186845064,"[[44.37392934425897, -157.7943813791631], [44.42773723711507, -159.76171942602048], [44.47604884997656, -161.72376643995548], [44.51980665497365, -163.68390474553095]]","[[156.41143798828125, 40.018775939941406], [158.537841796875, 40.10942840576172], [156.62022399902344, 35.121543884277344], [158.74661254882812, 35.212196350097656]]","[[150.87481689453125, 37.37897872924805], [150.87530517578125, 37.006465911865234], [149.23199462890625, 37.376827239990234], [149.23248291015625, 37.00431442260742]]","[-0.9999913573265076, -0.001309296814724803]"
8.5,46.78036018833518,"[[43.921874991082234, -157.83662302938748], [43.97461183501432, -159.8015692113417], [44.020566048177386, -161.76319065900344], [44.06100053565984, -163.72411478909626]]","[[156.42921447753906, 39.60818099975586], [158.55563354492188, 39.69826126098633], [156.6366729736328, 34.71089172363281], [158.76309204101562, 34.800968170166016]]","[[150.75567626953125, 37.378822326660156], [150.75616455078125, 37.006309509277344], [149.1128387451172, 37.376670837402344], [149.11331176757812, 37.00415802001953]]","[-0.9999988079071045, -0.0013093065936118364]"
8.5,46.880360189825296,"[[43.478810109587194, -157.88648438796122], [43.528944036212046, -159.85141141746192], [43.57402582561298, -161.8107185500312], [43.61453445180928, -163.76783025844298]]","[[156.4462127685547, 39.21397018432617], [158.57264709472656, 39.303382873535156], [156.6521453857422, 34.316612243652344], [158.77857971191406, 34.406028747558594]]","[[150.66256713867188, 37.378700256347656], [150.66305541992188, 37.006187438964844], [149.0197296142578, 37.376548767089844], [149.0202178955078, 37.00403594970703]]","[-0.9999977946281433, -0.0013093053130432963]"
8.5,46.98036019131541,"[[43.049031674643366, -157.9241754233439], [43.097843237505636, -159.88622379255918], [43.14163883664772, -161.8450697107964], [43.18038191844273, -163.8015811527926]]","[[156.4623565673828, 38.83779525756836], [158.58883666992188, 38.92647171020508], [156.66659545898438, 33.94036865234375], [158.79307556152344, 34.02904510498047]]","[[150.5843505859375, 37.37859344482422], [150.5848388671875, 37.006080627441406], [148.94149780273438, 37.376441955566406], [148.94198608398438, 37.003929138183594]]","[-0.9999988675117493, -0.0013093067100271583]"
8.5,47.08036019280553,"[[42.617174222270336, -157.9766223459018], [42.66674281757046, -159.9398057018451], [42.711301610387146, -161.89679371353714], [42.750166600071715, -163.84952012153593]]","[[156.47787475585938, 38.475608825683594], [158.60438537597656, 38.56336975097656], [156.67999267578125, 33.578094482421875], [158.8065185546875, 33.665855407714844]]","[[150.51808166503906, 37.37850570678711], [150.51856994628906, 37.0059928894043], [148.875244140625, 37.3763542175293], [148.87571716308594, 37.003841400146484]]","[-0.9999991655349731, -0.0013093070592731237]"
8.5,47.180360194295645,"[[42.17918112269125, -158.0298222487839], [42.22466585661625, -159.99388763917048], [42.266341819657974, -161.9508077510777], [42.30298761782187, -163.90345367740153]]","[[156.49322509765625, 38.115020751953125], [158.61978149414062, 38.201744079589844], [156.6929473876953, 33.217411041259766], [158.8195037841797, 33.30413055419922]]","[[150.46189880371094, 37.37843322753906], [150.46238708496094, 37.00592041015625], [148.81906127929688, 37.37628173828125], [148.81954956054688, 37.00376892089844]]","[-0.9999986290931702, -0.0013093063607811928]"
8.5,47.28036019578576,"[[41.70654622684074, -158.08542689479972], [41.753672086120716, -160.04895649812028], [41.79688262443786, -162.00513429494683], [41.83462596968604, -163.9568872111334]]","[[156.50897216796875, 37.744144439697266], [158.63558959960938, 37.82950210571289], [156.70555114746094, 32.846405029296875], [158.83216857910156, 32.9317626953125]]","[[150.41429138183594, 37.37837219238281], [150.41477966308594, 37.005859375], [148.77145385742188, 37.376220703125], [148.77194213867188, 37.00370788574219]]","[-0.9999976754188538, -0.0013093050802126527]"
8.5,47.38036019727588,"[[41.20170999804923, -158.14513070657117], [41.249642232854555, -160.10797591709962], [41.29400809566696, -162.0622014129236], [41.33254047066646, -164.01036426163554]]","[[156.5252227783203, 37.35691833496094], [158.6519012451172, 37.440696716308594], [156.71817016601562, 32.45903396606445], [158.8448486328125, 32.54281234741211]]","[[150.37396240234375, 37.378318786621094], [150.37445068359375, 37.00580596923828], [148.7311248779297, 37.37616729736328], [148.7316131591797, 37.00365447998047]]","[-0.9999966025352478, -0.0013093036832287908]"
8.5,47.48036019876599,"[[40.66056686638851, -158.21047589457325], [40.70512837673105, -160.17301229415], [40.74712917875836, -162.12670065073482], [40.78370721188793, -164.07413588990423]]","[[156.54205322265625, 36.95108413696289], [158.66879272460938, 37.03305435180664], [156.7308349609375, 32.05303955078125], [158.85757446289062, 32.135005950927734]]","[[150.33973693847656, 37.37827682495117], [150.34022521972656, 37.00576400756836], [148.69691467285156, 37.37612533569336], [148.6973876953125, 37.00361251831055]]","[-0.9999954700469971, -0.001309302169829607]"
8.5,47.58036020025611,"[[40.09176730394427, -158.28099380533754], [40.13543417762355, -160.24359312688102], [40.17718522789332, -162.1966829176639], [40.213787568838264, -164.14343417229804]]","[[156.55902099609375, 36.534542083740234], [158.68585205078125, 36.614471435546875], [156.74310302734375, 31.63631820678711], [158.86993408203125, 31.71624755859375]]","[[150.31077575683594, 37.378238677978516], [150.31126403808594, 37.0057258605957], [148.66793823242188, 37.3760871887207], [148.66842651367188, 37.00357437133789]]","[-0.9999943971633911, -0.001309300772845745]"
8.5,47.680360201746225,"[[39.51002202504404, -158.34556580681064], [39.551555942282285, -160.30544682250957], [39.591979764080264, -162.25588550534206], [39.626903556801715, -164.19779755219358]]","[[156.57550048828125, 36.123809814453125], [158.70240783691406, 36.20144271850586], [156.75430297851562, 31.22538948059082], [158.88121032714844, 31.303022384643555]]","[[150.28622436523438, 37.37820816040039], [150.28671264648438, 37.00569534301758], [148.6433868408203, 37.37605667114258], [148.6438751220703, 37.003543853759766]]","[-0.9999933838844299, -0.001309299492277205]"
8.5,47.78036020323634,"[[38.93784714800741, -158.40900870530191], [38.97512597372202, -160.36624273096686], [39.01266280436398, -162.31454029356428], [39.04524360908474, -164.25304138948422]]","[[156.59103393554688, 35.727386474609375], [158.71803283691406, 35.802677154541016], [156.76443481445312, 30.828771591186523], [158.89141845703125, 30.904062271118164]]","[[150.26541137695312, 37.378177642822266], [150.26589965820312, 37.00566482543945], [148.62258911132812, 37.37602615356445], [148.62307739257812, 37.00351333618164]]","[-0.9999924898147583, -0.0013092983281239867]"
8.5,47.88036020472646,"[[38.37856711849406, -158.47835454153886], [38.41389588021582, -160.43643932797607], [38.45116947007829, -162.38441881901645], [38.4844281227451, -164.3214009171801]]","[[156.60552978515625, 35.34917449951172], [158.73260498046875, 35.422054290771484], [156.77337646484375, 30.450366973876953], [158.90045166015625, 30.52324676513672]]","[[150.24778747558594, 37.378150939941406], [150.24827575683594, 37.005638122558594], [148.60496520996094, 37.375999450683594], [148.60545349121094, 37.00348663330078]]","[-0.9999916553497314, -0.0013092972803860903]"
8.5,47.980360206216574,"[[37.830417486035664, -158.55181103831066], [37.86588038976741, -160.51191118708832], [37.904174886123734, -162.4599152307606], [37.9390877192059, -164.3965106201659]]","[[156.6189727783203, 34.989959716796875], [158.7461395263672, 35.060298919677734], [156.78097534179688, 30.090953826904297], [158.90814208984375, 30.161293029785156]]","[[150.23284912109375, 37.378135681152344], [150.23333740234375, 37.00562286376953], [148.59002685546875, 37.37598419189453], [148.59051513671875, 37.00347137451172]]","[-0.9999909400939941, -0.0013092962326481938]"
8.5,48.08036020770669,"[[37.29620719201707, -158.61250678817592], [37.33133584634669, -160.57226812695097], [37.370336242755315, -162.5193394954878], [37.405727487465306, -164.4524974251402]]","[[156.63157653808594, 34.64338302612305], [158.75881958007812, 34.711212158203125], [156.7877960205078, 29.74418830871582], [158.9150390625, 29.812021255493164]]","[[150.22018432617188, 37.37812423706055], [150.22067260742188, 37.005611419677734], [148.5773468017578, 37.375972747802734], [148.5778350830078, 37.00345993041992]]","[-0.9999902844429016, -0.001309295417740941]"
8.5,48.180360209196806,"[[36.76567139876791, -158.67587806930902], [36.799216769735615, -160.63741452589306], [36.83764923703394, -162.58334565611517], [36.87227020861089, -164.51173385654005]]","[[156.643798828125, 34.29380416870117], [158.7711181640625, 34.35922622680664], [156.79446411132812, 29.394437789916992], [158.92178344726562, 29.459857940673828]]","[[150.20945739746094, 37.378108978271484], [150.20994567871094, 37.00559616088867], [148.56661987304688, 37.37595748901367], [148.56710815429688, 37.00344467163086]]","[-0.9999897480010986, -0.00130929471924901]"
8.5,48.28036021068692,"[[36.21727002061117, -158.740504229645], [36.249497110179625, -160.70314107593913], [36.28653631174275, -162.6495847477524], [36.319350829378514, -164.57891297614873]]","[[156.65606689453125, 33.931114196777344], [158.78346252441406, 33.994056701660156], [156.801025390625, 29.03157615661621], [158.9284210205078, 29.094518661499023]]","[[150.2003631591797, 37.37809371948242], [150.2008514404297, 37.00558090209961], [148.55752563476562, 37.37594223022461], [148.55801391601562, 37.0034294128418]]","[-0.9999892711639404, -0.001309294137172401]"
8.5,48.38036021217704,"[[35.637502127646975, -158.80586953566055], [35.66645726686378, -160.77428194584056], [35.70092738310576, -162.72264281478394], [35.73206416132138, -164.6496354647769]]","[[156.66851806640625, 33.550575256347656], [158.79598999023438, 33.61088943481445], [156.8074188232422, 28.650861740112305], [158.9348907470703, 28.71117401123047]]","[[150.19265747070312, 37.37807846069336], [150.19314575195312, 37.00556564331055], [148.54983520507812, 37.37592697143555], [148.55032348632812, 37.003414154052734]]","[-0.999988853931427, -0.0013092935550957918]"
8.5,48.480360213667154,"[[35.028219879746814, -158.87604161507068], [35.060164768686704, -160.8448218276461], [35.09750735784121, -162.74689341905562], [35.12320712966617, -164.57405601774425]]","[[156.68115234375, 33.150169372558594], [158.80870056152344, 33.20762634277344], [156.81349182128906, 28.250272750854492], [158.9410400390625, 28.30773162841797]]","[[150.18612670898438, 37.3780632019043], [150.18661499023438, 37.005550384521484], [148.54330444335938, 37.375911712646484], [148.54379272460938, 37.00339889526367]]","[-0.9999884963035583, -0.0013092930894345045]"
8.5,48.58036021515727,"[[34.40460448724993, -158.94292181469348], [34.43825487509045, -160.90736605391666], [34.477088484981486, -162.78431725906478], [34.50112150187138, -164.56323905873697]]","[[156.6935577392578, 32.737430572509766], [158.82118225097656, 32.79205322265625], [156.81936645507812, 27.83736228942871], [158.94699096679688, 27.891986846923828]]","[[150.18060302734375, 37.378055572509766], [150.18109130859375, 37.00553894042969], [148.53778076171875, 37.37590408325195], [148.53826904296875, 37.00339126586914]]","[-0.9999881982803345, -0.001309292740188539]"
8.5,48.68036021664739,"[[33.83870193246108, -158.99977013283757], [33.87379312236176, -160.95853201344437], [33.91313995089773, -162.7887498877672], [33.93306485685679, -164.475386800846]]","[[156.70494079589844, 32.32960510253906], [158.83262634277344, 32.38212203979492], [156.82589721679688, 27.429412841796875], [158.95358276367188, 27.481931686401367]]","[[150.17591857910156, 37.378055572509766], [150.17640686035156, 37.00553894042969], [148.53309631347656, 37.37590408325195], [148.53358459472656, 37.00339126586914]]","[-0.9999879002571106, -0.0013092922745272517]"
8.5,48.7803602181375,"[[33.31472048458428, -159.0527896538727], [33.346872773611736, -161.00542611369616], [33.38371313496311, -162.76175521500463], [33.39997748364422, -164.2981698872269]]","[[156.71542358398438, 31.936504364013672], [158.8431396484375, 31.987266540527344], [156.83233642578125, 27.036216735839844], [158.96005249023438, 27.086978912353516]]","[[150.17247009277344, 37.378055572509766], [150.17295837402344, 37.00553894042969], [148.52964782714844, 37.37590789794922], [148.53013610839844, 37.00339126586914]]","[-0.9999887347221375, -0.0013061939971521497]"
8.5,48.88036021962762,"[[32.82217681288119, -159.0952387180543], [32.85589385095837, -161.04168610285203], [32.891686888139745, -162.74438477717223], [32.905363471988814, -164.1701763437259]]","[[156.72508239746094, 31.56182289123535], [158.85284423828125, 31.611003875732422], [156.83834838867188, 26.661449432373047], [158.9661102294922, 26.710628509521484]]","[[150.1724395751953, 37.378055572509766], [150.17291259765625, 37.00553894042969], [148.52960205078125, 37.37590789794922], [148.53009033203125, 37.00339126586914]]","[-0.9999892115592957, -0.0013059561606496572]"
8.5,48.980360221117735,"[[32.35751288599394, -159.13146060658804], [32.39050858488972, -161.0677077796992], [32.424712638730256, -162.71081666789973], [32.43961633783501, -164.01687105172041]]","[[156.73399353027344, 31.203332901000977], [158.86178588867188, 31.251108169555664], [156.84402465820312, 26.302885055541992], [158.97181701660156, 26.350662231445312]]","[[150.1724853515625, 37.378055572509766], [150.1729736328125, 37.00553894042969], [148.5296630859375, 37.37590789794922], [148.5301513671875, 37.00339126586914]]","[-0.9999881386756897, -0.0013059547636657953]"
8.5,49.08036022260785,"[[31.911439353157075, -159.16994045372132], [31.9411093770132, -161.10495545130507], [31.97367614113245, -162.68252811920547], [31.991217452395862, -163.84411597601868]]","[[156.74244689941406, 30.850801467895508], [158.87026977539062, 30.897369384765625], [156.84970092773438, 25.950292587280273], [158.97750854492188, 25.99686050415039]]","[[150.1725311279297, 37.378055572509766], [150.1730194091797, 37.00553894042969], [148.5297088623047, 37.37590789794922], [148.5301971435547, 37.00339126586914]]","[-0.9999873638153076, -0.0013059538323432207]"
8.5,49.18036022409797,"[[31.445454583548937, -159.20465203396398], [31.47360133302088, -161.1420148130032], [31.505405092290204, -162.68594117729245], [31.524225073789232, -163.76787775206898]]","[[156.7509765625, 30.49053192138672], [158.8788299560547, 30.535707473754883], [156.8550262451172, 25.589954376220703], [158.9828643798828, 25.635128021240234]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.28036022558808,"[[30.942040654507178, -159.25147780182178], [30.972115267566526, -161.1702909890106], [30.99733655935915, -162.55698222675778], [31.0179513582003, -163.3345029673958]]","[[156.75973510742188, 30.11509132385254], [158.8876190185547, 30.15855598449707], [156.85983276367188, 25.214431762695312], [158.9877166748047, 25.257896423339844]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.3803602270782,"[[30.421089079192733, -159.29232322382273], [30.453365371046687, -161.18757182349836], [30.4751978124214, -162.47094080494145], [30.49826241122139, -163.08501295210496]]","[[156.76853942871094, 29.72096824645996], [158.89645385742188, 29.76274871826172], [156.86476135253906, 24.820228576660156], [158.99267578125, 24.862010955810547]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.480360228568316,"[[29.91621338247688, -159.3271362344005], [29.951133242637034, -161.1902401562725], [29.967241908234215, -162.29041398207912], [29.989880568324253, -162.64990691622998]]","[[156.77713012695312, 29.31523323059082], [158.9050750732422, 29.355592727661133], [156.8700714111328, 24.414432525634766], [158.99801635742188, 24.454792022705078]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.58036023005843,"[[29.45503987517098, -159.34091970172327], [29.481917245448948, -161.17459057811786], [29.49259497898153, -162.15013245126784], [29.510148719208765, -162.3792388183532]]","[[156.7851104736328, 28.914634704589844], [158.91307067871094, 28.954111099243164], [156.8760223388672, 24.0137939453125], [159.0039825439453, 24.05327033996582]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.68036023154855,"[[29.06471868706285, -159.32750876861644], [29.0710052715931, -161.09198344857847], [29.070661485147234, -161.92552495356415], [29.079327285374756, -162.05354068307966]]","[[156.7922821044922, 28.52798843383789], [158.9202423095703, 28.567411422729492], [156.88307189941406, 23.627145767211914], [159.0110321044922, 23.666568756103516]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.780360233038664,"[[28.677260214924914, -159.33461886708378], [28.677498974422722, -160.89599322745], [28.66886824737755, -161.4455596428887], [28.65763513738361, -161.4299308276803]]","[[156.79922485351562, 28.15963363647461], [158.92718505859375, 28.198802947998047], [156.88943481445312, 23.25878143310547], [159.01739501953125, 23.297950744628906]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.88036023452878,"[[28.278704153100918, -159.3411327304059], [28.271756139156913, -160.76091868496596], [28.264753388594883, -161.17739728504742], [28.250402408754674, -161.11006267582133]]","[[156.80589294433594, 27.811735153198242], [158.93386840820312, 27.850296020507812], [156.8946990966797, 22.910858154296875], [159.02267456054688, 22.949419021606445]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,49.980360236018896,"[[27.946470305651545, -159.34280501269885], [27.93914111159334, -160.6633204817975], [27.93115126108883, -161.01929314480049], [27.914232521588136, -160.935812346166]]","[[156.8116912841797, 27.496183395385742], [158.93968200683594, 27.5345401763916], [156.90003967285156, 22.595298767089844], [159.02801513671875, 22.633657455444336]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,50.08036023750901,"[[27.670463995208102, -159.33267436969703], [27.66060413303813, -160.49573372454688], [27.652034704938195, -160.76414366108116], [27.633539843396584, -160.65684989382893]]","[[156.81649780273438, 27.232742309570312], [158.94448852539062, 27.270952224731445], [156.90451049804688, 22.33185577392578], [159.03248596191406, 22.370067596435547]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,50.18036023899913,"[[27.43394467404793, -159.11169709550967], [27.438977029243944, -159.82662185188315], [27.431767170762797, -159.95854608144106], [27.414167775118568, -159.8602654824624]]","[[156.82040405273438, 27.02762794494629], [158.94839477539062, 27.065372467041016], [156.90733337402344, 22.126726150512695], [159.0353240966797, 22.164470672607422]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,50.280360240489244,"[[27.231742509590813, -159.26573665671228], [27.231051748295595, -160.11038208244958], [27.224391104830282, -160.25339518688776], [27.205267450680978, -160.12405311395406]]","[[156.82362365722656, 26.85955810546875], [158.9516143798828, 26.896785736083984], [156.90936279296875, 21.958633422851562], [159.037353515625, 21.995861053466797]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
8.5,50.38036024197936,"[[27.090329068343852, -158.57905502710403], [27.089248555492713, -158.9203946269257], [27.080145164311418, -158.95756724319415], [27.068338494270613, -158.8862345591293]]","[[156.8252716064453, 26.762584686279297], [158.95327758789062, 26.799863815307617], [156.9111328125, 21.86167335510254], [159.03912353515625, 21.898950576782227]]","[[150.17254638671875, 37.378055572509766], [150.17303466796875, 37.00553894042969], [148.52972412109375, 37.37590789794922], [148.53021240234375, 37.00339126586914]]","[-0.9999870657920837, -0.0013059533666819334]"
9.0,42.437850560992956,"[[81.44050575619497, -144.43072726520336], [81.57318798066748, -145.99665658435495], [81.68299567931498, -147.6704440820854], [81.7864755749523, -149.4028434876896]]","[[155.51773071289062, 50.97735595703125], [157.5968475341797, 51.432373046875], [156.565673828125, 46.189002990722656], [158.64479064941406, 46.644020080566406]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
9.0,42.53785056248307,"[[78.6446456140844, -145.9393660600497], [78.7771451691778, -147.5380648903481], [78.88866134745462, -149.24403343631377], [78.99418076194596, -151.00826554551037]]","[[155.5889129638672, 50.73165512084961], [157.67568969726562, 51.150108337402344], [156.55264282226562, 45.92564392089844], [158.63941955566406, 46.34410095214844]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
9.0,42.63785056397319,"[[75.81478868304384, -147.36161861670013], [75.94158758429403, -148.99670820904254], [76.04823394194405, -150.7473783723432], [76.15074380007682, -152.5614472375939]]","[[155.6587371826172, 50.469017028808594], [157.75250244140625, 50.85102081298828], [156.5385284423828, 45.646934509277344], [158.6322784423828, 46.02893829345703]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
9.0,42.737850565463305,"[[72.93191090468655, -148.76814896341446], [73.04771128566713, -150.45109982876068], [73.14621722658352, -152.24774137753093], [73.24183206184475, -154.10256875910383]]","[[155.72760009765625, 50.18550491333008], [157.8277130126953, 50.530860900878906], [156.52297973632812, 45.348785400390625], [158.6230926513672, 45.69414138793945]]","[[162.8474884033203, 37.39450454711914], [162.84793090820312, 37.02198791503906], [161.20469665527344, 37.39252471923828], [161.20513916015625, 37.0200080871582]]","[-0.9999679923057556, -0.0012036500265821815]"
9.0,42.83785056695342,"[[69.95203049635192, -150.11783042040918], [70.07537171654184, -151.80944794021786], [70.18100664051309, -153.61839125210503], [70.28396355815615, -155.49284117689965]]","[[155.79531860351562, 49.87971878051758], [157.90127563476562, 50.18750762939453], [156.50418090820312, 45.029563903808594], [158.61013793945312, 45.33735275268555]]","[[162.73828125, 37.39436721801758], [162.71890258789062, 37.39434814453125], [162.7387237548828, 37.0218505859375], [162.71934509277344, 37.02183151245117]]","[-0.9998201131820679, -0.001197751029394567]"
9.0,42.93785056844354,"[[66.93259780888502, -151.41992157766313], [67.05211114001975, -153.14952001452426], [67.1571319320199, -155.00030550187813], [67.2603477118284, -156.91374865111206]]","[[155.86074829101562, 49.550514221191406], [157.97186279296875, 49.82064437866211], [156.48287963867188, 44.688472747802734], [158.593994140625, 44.9586067199707]]","[[162.5849609375, 37.393943786621094], [162.5670623779297, 37.39392852783203], [162.5852813720703, 37.021427154541016], [162.5673828125, 37.02141189575195]]","[-0.9998468160629272, -0.0008819264476187527]"
9.0,43.03785056993365,"[[64.06890936950086, -152.55692461072204], [64.17645897707438, -154.30404064095254], [64.27180571714263, -156.17850086582686], [64.36678993506024, -158.11422248665497]]","[[155.92092895507812, 49.20472717285156], [158.03622436523438, 49.439857482910156], [156.46246337890625, 44.33304977416992], [158.5777587890625, 44.568180084228516]]","[[162.4123992919922, 37.39377212524414], [162.39759826660156, 37.393741607666016], [162.41275024414062, 37.02125549316406], [162.39794921875, 37.0212287902832]]","[-0.9998949766159058, -0.0009487192146480083]"
9.0,43.13785057142377,"[[61.48813871604267, -153.54357840919164], [61.59043879960485, -155.29987021002984], [61.6831520160227, -157.1826152858921], [61.77600252660654, -159.12390077104797]]","[[155.9734344482422, 48.85915756225586], [158.09194946289062, 49.06324768066406], [156.44346618652344, 43.980064392089844], [158.56198120117188, 44.18415451049805]]","[[162.21728515625, 37.39358139038086], [162.2040557861328, 37.39356231689453], [162.21766662597656, 37.02106475830078], [162.20443725585938, 37.02104568481445]]","[-0.9999160170555115, -0.00103456259239465]"
9.0,43.237850572913885,"[[59.23032029126958, -154.3847750861538], [59.3313278991665, -156.19307030210987], [59.42446551950734, -158.12172455765418], [59.51717154973066, -160.10080404833832]]","[[156.017822265625, 48.522804260253906], [158.1387176513672, 48.70041275024414], [156.42686462402344, 43.63821792602539], [158.5477752685547, 43.815826416015625]]","[[161.9981689453125, 37.39339828491211], [161.98553466796875, 37.39337921142578], [161.99859619140625, 37.02088165283203], [161.9859619140625, 37.0208625793457]]","[-0.9999231696128845, -0.0011625911574810743]"
9.0,43.337850574404,"[[57.34090258330444, -155.104844632883], [57.43735811464813, -156.96611666419045], [57.52587931732724, -158.9265888943302], [57.61346002747328, -160.9269079388768]]","[[156.05465698242188, 48.1993522644043], [158.17726135253906, 48.355342864990234], [156.41392517089844, 43.31085205078125], [158.53652954101562, 43.46684265136719]]","[[161.75390625, 37.393184661865234], [161.74139404296875, 37.393165588378906], [161.75439453125, 37.020668029785156], [161.74188232421875, 37.020652770996094]]","[-0.9999244213104248, -0.001293713110499084]"
9.0,43.43785057589412,"[[55.69787688101124, -155.60573897550432], [55.78573999034821, -157.4680828255679], [55.867210233746945, -159.43463086341478], [55.94888862598649, -161.4413429423417]]","[[156.08590698242188, 47.88523483276367], [158.2097625732422, 48.02308654785156], [156.4033966064453, 42.99384307861328], [158.52725219726562, 43.13169860839844]]","[[161.4853515625, 37.39278030395508], [161.48583984375, 37.020263671875], [159.842529296875, 37.390647888183594], [159.843017578125, 37.01813507080078]]","[-0.9999874234199524, -0.0012971324613317847]"
